Date,State,Confirmed,Recovered,Deceased,Active,Daily New,7-Day Avg
2020-03-26,Bihar,12570.0,6820.0,14,5736.0,19.0,568.1428571428571
2020-03-27,Bihar,13275.0,7031.0,14,6230.0,705.0,566.4285714285714
2020-03-28,Bihar,13942.0,7435.0,14,6493.0,667.0,593.1428571428571
2020-03-29,Bihar,14793.0,7948.0,14,6831.0,851.0,693.1428571428571
2020-03-30,Bihar,15442.0,8072.0,14,7356.0,649.0,2206.0
2020-03-31,Bihar,16198.0,8631.0,21,7546.0,756.0,652.2857142857143
2020-04-01,Bihar,16325.0,8687.0,21,7617.0,127.0,539.1428571428571
2020-04-02,Bihar,16708.0,9060.0,21,7627.0,383.0,591.1428571428571
2020-04-03,Bihar,17604.0,9765.0,21,7818.0,896.0,618.4285714285714
2020-04-04,Bihar,18073.0,10051.0,21,8001.0,469.0,590.1428571428571
2020-04-05,Bihar,18508.0,10119.0,21,8368.0,435.0,530.7142857142857
2020-04-06,Bihar,19022.0,10215.0,21,8786.0,514.0,511.42857142857144
2020-04-07,Bihar,19946.0,11007.0,21,8918.0,924.0,535.4285714285714
2020-04-08,Bihar,19965.0,11025.0,21,8919.0,19.0,520.0
2020-04-09,Bihar,20947.0,11264.0,21,9662.0,982.0,605.5714285714286
2020-04-11,Bihar,22096.0,11840.0,21,10235.0,1149.0,641.7142857142857
2020-04-12,Bihar,23094.0,12766.0,21,10307.0,998.0,717.2857142857143
2020-04-13,Bihar,23103.0,12773.0,31,10299.0,9.0,656.4285714285714
2020-04-14,Bihar,23258.0,12900.0,31,10327.0,155.0,605.1428571428571
2020-04-15,Bihar,23896.0,12926.0,31,10939.0,638.0,564.2857142857143
2020-04-16,Bihar,24618.0,13444.0,31,11143.0,722.0,664.7142857142857
2020-04-17,Bihar,25164.0,13731.0,31,11402.0,546.0,602.4285714285714
2020-04-18,Bihar,26039.0,0.0,31,26008.0,875.0,563.2857142857143
2020-04-19,Bihar,26182.0,14425.0,31,11726.0,143.0,441.14285714285717
2020-04-20,Bihar,26577.0,14818.0,31,11728.0,395.0,496.2857142857143
2020-04-21,Bihar,27032.0,15186.0,31,11815.0,455.0,539.1428571428571
2020-04-22,Bihar,27415.0,15543.0,31,11841.0,383.0,502.7142857142857
2020-04-23,Bihar,27544.0,15638.0,31,11875.0,129.0,418.0
2020-04-24,Bihar,27689.0,15774.0,31,11884.0,145.0,360.7142857142857
2020-04-25,Bihar,28228.0,15820.0,31,12377.0,539.0,312.7142857142857
2020-04-26,Bihar,28894.0,16220.0,31,12643.0,666.0,387.42857142857144
2020-04-27,Bihar,29438.0,16381.0,31,13026.0,544.0,408.7142857142857
2020-04-28,Bihar,29687.0,16461.0,37,13189.0,249.0,379.2857142857143
2020-04-29,Bihar,29988.0,16535.0,37,13416.0,301.0,367.57142857142856
2020-04-30,Bihar,30909.0,17317.0,37,13555.0,921.0,480.7142857142857
2020-05-01,Bihar,31219.0,17382.0,42,13795.0,310.0,504.2857142857143
2020-05-02,Bihar,31973.0,18041.0,42,13890.0,754.0,535.0
2020-05-03,Bihar,32276.0,18065.0,42,14169.0,303.0,483.14285714285717
2020-05-04,Bihar,32924.0,18254.0,42,14628.0,648.0,498.0
2020-05-05,Bihar,33541.0,18722.0,42,14777.0,617.0,550.5714285714286
2020-05-06,Bihar,34088.0,19141.0,0,14947.0,547.0,585.7142857142857
2020-05-07,Bihar,34723.0,19484.0,42,15197.0,635.0,544.8571428571429
2020-05-08,Bihar,34904.0,19500.0,42,15362.0,181.0,526.4285714285714
2020-05-09,Bihar,35647.0,19800.0,42,15805.0,743.0,524.8571428571429
2020-05-10,Bihar,36361.0,19956.0,42,16363.0,714.0,583.5714285714286
2020-05-11,Bihar,36968.0,20338.0,42,16588.0,607.0,577.7142857142857
2020-05-12,Bihar,37273.0,20526.0,42,16705.0,305.0,533.1428571428571
2020-05-13,Bihar,38015.0,20906.0,42,17067.0,742.0,561.0
2020-05-14,Bihar,38907.0,0.0,42,38865.0,892.0,597.7142857142857
2020-05-15,Bihar,39240.0,21116.0,0,18124.0,333.0,619.4285714285714
2020-05-16,Bihar,39668.0,21458.0,42,18168.0,428.0,574.4285714285714
2020-05-17,Bihar,40090.0,21650.0,42,18398.0,422.0,532.7142857142857
2020-05-18,Bihar,40459.0,21698.0,42,18719.0,369.0,498.7142857142857
2020-05-19,Bihar,41423.0,22316.0,42,19065.0,964.0,592.8571428571429
2020-05-20,Bihar,41992.0,22516.0,42,19434.0,569.0,568.1428571428571
2020-05-21,Bihar,42291.0,22554.0,42,19695.0,299.0,483.42857142857144
2020-05-22,Bihar,42845.0,22685.0,42,20118.0,554.0,515.0
2020-05-23,Bihar,42882.0,22713.0,42,20127.0,37.0,459.14285714285717
2020-05-24,Bihar,43239.0,23004.0,42,20193.0,357.0,449.85714285714283
2020-05-25,Bihar,44172.0,23791.0,42,20339.0,933.0,530.4285714285714
2020-05-26,Bihar,45009.0,24378.0,49,20582.0,837.0,512.2857142857143
2020-05-27,Bihar,45767.0,24991.0,49,20727.0,758.0,539.2857142857143
2020-05-28,Bihar,46429.0,25101.0,49,21279.0,662.0,591.1428571428571
2020-05-29,Bihar,46652.0,25306.0,49,21297.0,223.0,543.8571428571429
2020-05-30,Bihar,47259.0,25780.0,49,21430.0,607.0,625.2857142857143
2020-05-31,Bihar,47311.0,25823.0,0,21488.0,52.0,581.7142857142857
2020-06-01,Bihar,48126.0,26169.0,49,21908.0,815.0,564.8571428571429
2020-06-02,Bihar,49085.0,26398.0,49,22638.0,959.0,582.2857142857143
2020-06-03,Bihar,49902.0,27144.0,49,22709.0,817.0,590.7142857142857
2020-06-04,Bihar,50729.0,27432.0,49,23248.0,827.0,614.2857142857143
2020-06-05,Bihar,51723.0,27728.0,49,23946.0,994.0,724.4285714285714
2020-06-06,Bihar,52118.0,27782.0,49,24287.0,395.0,694.1428571428571
2020-06-07,Bihar,52859.0,28107.0,49,24703.0,741.0,792.5714285714286
2020-06-08,Bihar,52911.0,28123.0,49,24739.0,52.0,683.5714285714286
2020-06-09,Bihar,53097.0,28195.0,49,24853.0,186.0,573.1428571428571
2020-06-10,Bihar,53689.0,28603.0,49,25037.0,592.0,541.0
2020-06-11,Bihar,54102.0,28986.0,49,25067.0,413.0,481.85714285714283
2020-06-12,Bihar,54140.0,29022.0,49,25069.0,38.0,345.2857142857143
2020-06-13,Bihar,54388.0,29251.0,49,25088.0,248.0,324.2857142857143
2020-06-14,Bihar,54416.0,29263.0,49,25104.0,28.0,222.42857142857142
2020-06-15,Bihar,54683.0,29457.0,49,25177.0,267.0,253.14285714285714
2020-06-16,Bihar,54683.0,29457.0,49,25177.0,0.0,226.57142857142858
2020-06-17,Bihar,55589.0,29733.0,49,25807.0,906.0,271.42857142857144
2020-06-18,Bihar,55878.0,29753.0,49,26076.0,289.0,253.71428571428572
2020-06-19,Bihar,56539.0,29843.0,49,26647.0,661.0,342.7142857142857
2020-06-20,Bihar,56662.0,29889.0,49,26724.0,123.0,324.85714285714283
2020-06-21,Bihar,57172.0,29921.0,49,27202.0,510.0,393.7142857142857
2020-06-22,Bihar,57652.0,29923.0,49,27680.0,480.0,424.14285714285717
2020-06-24,Bihar,58931.0,30906.0,49,27976.0,1279.0,606.8571428571429
2020-06-25,Bihar,59723.0,31245.0,59,28419.0,792.0,590.5714285714286
2020-06-26,Bihar,60143.0,31418.0,59,28666.0,420.0,609.2857142857143
2020-06-27,Bihar,60231.0,31470.0,59,28702.0,88.0,527.4285714285714
2020-06-28,Bihar,60770.0,31854.0,59,28857.0,539.0,586.8571428571429
2020-06-29,Bihar,61173.0,32155.0,59,28959.0,403.0,571.5714285714286
2020-06-30,Bihar,61993.0,32310.0,59,29624.0,820.0,620.1428571428571
2020-07-01,Bihar,62635.0,32706.0,59,29870.0,642.0,529.1428571428571
2020-07-02,Bihar,63175.0,32860.0,59,30256.0,540.0,493.14285714285717
2020-07-03,Bihar,63895.0,33300.0,59,30536.0,720.0,536.0
2020-07-04,Bihar,64034.0,33310.0,68,30656.0,139.0,543.2857142857143
2020-07-05,Bihar,64355.0,33502.0,68,30785.0,321.0,512.1428571428571
2020-07-06,Bihar,64976.0,33893.0,68,31015.0,621.0,543.2857142857143
2020-07-07,Bihar,65265.0,33964.0,68,31233.0,289.0,467.42857142857144
2020-07-08,Bihar,65881.0,34351.0,68,31462.0,616.0,463.7142857142857
2020-07-09,Bihar,66554.0,34886.0,68,31600.0,673.0,482.7142857142857
2020-07-10,Bihar,67115.0,35387.0,68,31660.0,561.0,460.0
2020-07-11,Bihar,67147.0,35397.0,68,31682.0,32.0,444.7142857142857
2020-07-12,Bihar,67242.0,35445.0,68,31729.0,95.0,412.42857142857144
2020-07-13,Bihar,67602.0,35511.0,68,32023.0,360.0,375.14285714285717
2020-07-14,Bihar,68040.0,35603.0,68,32369.0,438.0,396.42857142857144
2020-07-15,Bihar,68083.0,35639.0,68,32376.0,43.0,314.57142857142856
2020-07-16,Bihar,68276.0,35790.0,68,32418.0,193.0,246.0
2020-07-18,Bihar,69382.0,35910.0,68,33404.0,1106.0,323.85714285714283
2020-07-19,Bihar,69596.0,35989.0,68,33539.0,214.0,349.85714285714283
2020-07-20,Bihar,70073.0,36457.0,68,33548.0,477.0,404.42857142857144
2020-07-21,Bihar,70900.0,36594.0,68,34238.0,827.0,471.14285714285717
2020-07-23,Bihar,71557.0,36663.0,68,34826.0,657.0,502.42857142857144
2020-07-24,Bihar,72101.0,36975.0,68,35058.0,544.0,574.0
2020-07-25,Bihar,73017.0,37236.0,68,35713.0,916.0,677.2857142857143
2020-07-26,Bihar,73476.0,37654.0,78,35744.0,459.0,584.8571428571429
2020-07-27,Bihar,73931.0,37660.0,78,36193.0,455.0,619.2857142857143
2020-07-28,Bihar,74606.0,38178.0,78,36350.0,675.0,647.5714285714286
2020-07-29,Bihar,75398.0,38431.0,78,36889.0,792.0,642.5714285714286
2020-07-30,Bihar,76358.0,38632.0,78,37648.0,960.0,685.8571428571429
2020-07-31,Bihar,76479.0,38677.0,82,37720.0,121.0,625.4285714285714
2020-08-01,Bihar,76729.0,38686.0,82,37961.0,250.0,530.2857142857143
2020-08-02,Bihar,77571.0,39130.0,82,38359.0,842.0,585.0
2020-08-03,Bihar,77996.0,39188.0,82,38726.0,425.0,580.7142857142857
2020-08-04,Bihar,78492.0,39532.0,82,38878.0,496.0,555.1428571428571
2020-08-05,Bihar,79190.0,39584.0,82,39524.0,698.0,541.7142857142857
2020-08-06,Bihar,79594.0,39933.0,82,39579.0,404.0,462.2857142857143
2020-08-07,Bihar,80243.0,40167.0,82,39994.0,649.0,537.7142857142857
2020-08-08,Bihar,80451.0,0.0,82,80369.0,208.0,531.7142857142857
2020-08-09,Bihar,80824.0,40195.0,82,40547.0,373.0,464.7142857142857
2020-08-10,Bihar,80901.0,40217.0,82,40602.0,77.0,415.0
2020-08-11,Bihar,81659.0,40823.0,82,40754.0,758.0,452.42857142857144
2020-08-12,Bihar,82323.0,41453.0,82,40788.0,664.0,447.57142857142856
2020-08-13,Bihar,83021.0,41890.0,82,41049.0,698.0,489.57142857142856
2020-08-14,Bihar,83544.0,41984.0,82,41478.0,523.0,471.57142857142856
2020-08-15,Bihar,84005.0,42051.0,82,41872.0,461.0,507.7142857142857
2020-08-16,Bihar,84394.0,42401.0,82,41911.0,389.0,510.0
2020-08-17,Bihar,85077.0,42576.0,82,42419.0,683.0,596.5714285714286
2020-08-18,Bihar,85988.0,42914.0,82,42992.0,911.0,618.4285714285714
2020-08-19,Bihar,86285.0,43054.0,82,43149.0,297.0,566.0
2020-08-20,Bihar,86500.0,43096.0,82,43322.0,215.0,497.0
2020-08-21,Bihar,87245.0,43188.0,82,43975.0,745.0,528.7142857142857
2020-08-22,Bihar,87250.0,43192.0,82,43976.0,5.0,463.57142857142856
2020-08-23,Bihar,87926.0,43282.0,82,44562.0,676.0,504.57142857142856
2020-08-24,Bihar,88498.0,43294.0,82,45122.0,572.0,488.7142857142857
2020-08-25,Bihar,88997.0,43685.0,83,45229.0,499.0,429.85714285714283
2020-08-26,Bihar,89879.0,44533.0,83,45263.0,882.0,513.4285714285714
2020-08-27,Bihar,90485.0,44885.0,83,45517.0,606.0,569.2857142857143
2020-08-28,Bihar,91050.0,45257.0,83,45710.0,565.0,543.5714285714286
2020-08-29,Bihar,91205.0,45409.0,83,45713.0,155.0,565.0
2020-08-30,Bihar,92154.0,45817.0,83,46254.0,949.0,604.0
2020-08-31,Bihar,92812.0,46328.0,83,46401.0,658.0,616.2857142857143
2020-09-01,Bihar,93012.0,46435.0,83,46494.0,200.0,573.5714285714286
2020-09-02,Bihar,93662.0,46441.0,83,47138.0,650.0,540.4285714285714
2020-09-03,Bihar,94068.0,46741.0,83,47244.0,406.0,511.85714285714283
2020-09-04,Bihar,94690.0,47017.0,83,47590.0,622.0,520.0
2020-09-05,Bihar,94874.0,47096.0,83,47695.0,184.0,524.1428571428571
2020-09-06,Bihar,95639.0,47836.0,83,47720.0,765.0,497.85714285714283
2020-09-08,Bihar,97086.0,48901.0,83,48102.0,1447.0,610.5714285714286
2020-09-09,Bihar,97099.0,48911.0,83,48105.0,13.0,583.8571428571429
2020-09-10,Bihar,97351.0,49026.0,83,48242.0,252.0,527.0
2020-09-11,Bihar,98328.0,49054.0,83,49191.0,977.0,608.5714285714286
2020-09-12,Bihar,98439.0,49070.0,83,49286.0,111.0,535.5714285714286
2020-09-13,Bihar,0.0,49575.0,83,-49658.0,-98439.0,-13553.42857142857
2020-09-14,Bihar,99661.0,49833.0,83,49745.0,99661.0,574.5714285714286
2020-09-15,Bihar,99810.0,49909.0,83,49818.0,149.0,389.14285714285717
2020-09-16,Bihar,100579.0,49997.0,83,50499.0,769.0,497.14285714285717
2020-09-17,Bihar,100803.0,50068.0,83,50652.0,224.0,493.14285714285717
2020-09-18,Bihar,101696.0,50689.0,83,50924.0,893.0,481.14285714285717
2020-09-19,Bihar,102144.0,50762.0,83,51299.0,448.0,529.2857142857143
2020-09-20,Bihar,102628.0,51149.0,83,51396.0,484.0,14661.142857142857
2020-09-21,Bihar,103555.0,51353.0,83,52119.0,927.0,556.2857142857143
2020-09-22,Bihar,103563.0,51353.0,83,52127.0,8.0,536.1428571428571
2020-09-23,Bihar,104278.0,51828.0,83,52367.0,715.0,528.4285714285714
2020-09-24,Bihar,0.0,52013.0,83,-52096.0,-104278.0,-14400.42857142857
2020-09-25,Bihar,105273.0,52375.0,83,52815.0,105273.0,511.0
2020-09-26,Bihar,106040.0,52928.0,85,53027.0,767.0,556.5714285714286
2020-09-27,Bihar,106566.0,53158.0,85,53323.0,526.0,562.5714285714286
2020-09-28,Bihar,107162.0,53315.0,85,53762.0,596.0,515.2857142857143
2020-09-29,Bihar,107797.0,53912.0,85,53800.0,635.0,604.8571428571429
2020-09-30,Bihar,107938.0,53949.0,85,53904.0,141.0,522.8571428571429
2020-10-01,Bihar,108049.0,54060.0,85,53904.0,111.0,15435.57142857143
2020-10-02,Bihar,108847.0,54276.0,85,54486.0,798.0,510.57142857142856
2020-10-03,Bihar,109428.0,54673.0,85,54670.0,581.0,484.0
2020-10-04,Bihar,110405.0,55304.0,85,55016.0,977.0,548.4285714285714
2020-10-05,Bihar,110410.0,55305.0,85,55020.0,5.0,464.0
2020-10-06,Bihar,111405.0,56140.0,85,55180.0,995.0,515.4285714285714
2020-10-07,Bihar,112179.0,56630.0,85,55464.0,774.0,605.8571428571429
2020-10-08,Bihar,112757.0,56657.0,85,56015.0,578.0,672.5714285714286
2020-10-09,Bihar,113250.0,57119.0,85,56046.0,493.0,629.0
2020-10-10,Bihar,113658.0,57506.0,85,56067.0,408.0,604.2857142857143
2020-10-11,Bihar,113982.0,57820.0,85,56077.0,324.0,511.0
2020-10-12,Bihar,114799.0,58159.0,85,56555.0,817.0,627.0
2020-10-13,Bihar,115393.0,58403.0,85,56905.0,594.0,569.7142857142857
2020-10-14,Bihar,116250.0,58623.0,85,57542.0,857.0,581.5714285714286
2020-10-15,Bihar,117032.0,58838.0,85,58109.0,782.0,610.7142857142857
2020-10-16,Bihar,117407.0,59083.0,85,58239.0,375.0,593.8571428571429
2020-10-18,Bihar,118712.0,60316.0,85,58311.0,1305.0,722.0
2020-10-19,Bihar,118824.0,60395.0,85,58344.0,112.0,691.7142857142857
2020-10-20,Bihar,0.0,60408.0,85,-60493.0,-118824.0,-16399.85714285714
2020-10-21,Bihar,119348.0,60474.0,85,58789.0,119348.0,565.0
2020-10-22,Bihar,119644.0,60708.0,85,58851.0,296.0,484.85714285714283
2020-10-23,Bihar,119970.0,61014.0,85,58871.0,326.0,419.7142857142857
2020-10-24,Bihar,120072.0,61076.0,85,58911.0,102.0,380.7142857142857
2020-10-25,Bihar,120265.0,61146.0,85,59034.0,193.0,221.85714285714286
2020-10-26,Bihar,120846.0,61471.0,85,59290.0,581.0,288.85714285714283
2020-10-27,Bihar,121421.0,61675.0,85,59661.0,575.0,17345.85714285714
2020-10-29,Bihar,121915.0,62095.0,85,59735.0,494.0,366.7142857142857
2020-10-30,Bihar,122788.0,62445.0,85,60258.0,873.0,449.14285714285717
2020-10-31,Bihar,123770.0,62916.0,85,60769.0,982.0,542.8571428571429
2020-11-02,Bihar,124743.0,63744.0,85,60914.0,973.0,667.2857142857143
2020-11-03,Bihar,125065.0,64014.0,85,60966.0,322.0,685.7142857142857
2020-11-04,Bihar,125541.0,64320.0,85,61136.0,476.0,670.7142857142857
2020-11-05,Bihar,126253.0,64747.0,85,61421.0,712.0,690.2857142857143
2020-11-06,Bihar,126665.0,64972.0,85,61608.0,412.0,678.5714285714286
2020-11-07,Bihar,127438.0,65730.0,85,61623.0,773.0,664.2857142857143
2020-11-08,Bihar,127979.0,66187.0,85,61707.0,541.0,601.2857142857143
2020-11-09,Bihar,128887.0,66551.0,85,62251.0,908.0,592.0
2020-11-10,Bihar,129646.0,66926.0,85,62635.0,759.0,654.4285714285714
2020-11-11,Bihar,130251.0,67058.0,85,63108.0,605.0,672.8571428571429
2020-11-12,Bihar,130290.0,67085.0,85,63120.0,39.0,576.7142857142857
2020-11-13,Bihar,130921.0,67636.0,85,63200.0,631.0,608.0
2020-11-14,Bihar,0.0,67773.0,85,-67858.0,-130921.0,-18205.428571428572
2020-11-15,Bihar,131135.0,67801.0,85,63249.0,131135.0,450.85714285714283
2020-11-16,Bihar,131937.0,68255.0,85,63597.0,802.0,435.7142857142857
2020-11-17,Bihar,132539.0,68349.0,85,64105.0,602.0,413.2857142857143
2020-11-18,Bihar,133108.0,68701.0,85,64322.0,569.0,408.14285714285717
2020-11-19,Bihar,133273.0,68785.0,85,64403.0,165.0,426.14285714285717
2020-11-20,Bihar,133955.0,68830.0,85,65040.0,682.0,433.42857142857144
2020-11-21,Bihar,134170.0,68992.0,85,65093.0,215.0,19167.14285714286
2020-11-22,Bihar,134535.0,69089.0,85,65361.0,365.0,485.7142857142857
2020-11-23,Bihar,134711.0,0.0,85,134626.0,176.0,396.2857142857143
2020-11-24,Bihar,135162.0,69512.0,85,65565.0,451.0,374.7142857142857
2020-11-25,Bihar,135320.0,69593.0,85,65642.0,158.0,316.0
2020-11-26,Bihar,135482.0,69642.0,85,65755.0,162.0,315.57142857142856
2020-11-27,Bihar,135525.0,69644.0,85,65796.0,43.0,224.28571428571428
2020-11-28,Bihar,135676.0,69674.0,85,65917.0,151.0,215.14285714285714
2020-11-29,Bihar,136313.0,70257.0,85,65971.0,637.0,254.0
2020-11-30,Bihar,137265.0,70846.0,85,66334.0,952.0,364.85714285714283
2020-12-01,Bihar,137773.0,71010.0,85,66678.0,508.0,373.0
2020-12-02,Bihar,138293.0,71456.0,85,66752.0,520.0,424.7142857142857
2020-12-04,Bihar,139701.0,71761.0,85,67855.0,1408.0,602.7142857142857
2020-12-05,Bihar,140683.0,72523.0,85,68075.0,982.0,736.8571428571429
2020-12-06,Bihar,140993.0,72553.0,85,68355.0,310.0,759.5714285714286
2020-12-07,Bihar,141028.0,72577.0,85,68366.0,35.0,673.5714285714286
2020-12-08,Bihar,141716.0,72704.0,85,68927.0,688.0,635.8571428571429
2020-12-09,Bihar,141920.0,72782.0,85,69053.0,204.0,592.4285714285714
2020-12-10,Bihar,141966.0,72825.0,85,69056.0,46.0,524.7142857142857
2020-12-11,Bihar,142662.0,72850.0,85,69727.0,696.0,423.0
2020-12-12,Bihar,143516.0,73338.0,85,70093.0,854.0,404.7142857142857
2020-12-13,Bihar,144269.0,73906.0,85,70278.0,753.0,468.0
2020-12-14,Bihar,144648.0,73949.0,85,70614.0,379.0,517.1428571428571
2020-12-15,Bihar,145278.0,74495.0,85,70698.0,630.0,508.85714285714283
2020-12-16,Bihar,146001.0,74943.0,85,70973.0,723.0,583.0
2020-12-17,Bihar,146827.0,75613.0,85,71129.0,826.0,694.4285714285714
2020-12-18,Bihar,147465.0,75894.0,85,71486.0,638.0,686.1428571428571
2020-12-19,Bihar,148416.0,76784.0,85,71547.0,951.0,700.0
2020-12-20,Bihar,149053.0,76815.0,85,72153.0,637.0,683.4285714285714
2020-12-21,Bihar,149243.0,76838.0,85,72320.0,190.0,656.4285714285714
2020-12-22,Bihar,149789.0,77283.0,85,72421.0,546.0,644.4285714285714
2020-12-23,Bihar,150218.0,77331.0,85,72802.0,429.0,602.4285714285714
2020-12-24,Bihar,150528.0,77385.0,85,73058.0,310.0,528.7142857142857
2020-12-25,Bihar,151238.0,77594.0,85,73559.0,710.0,539.0
2020-12-26,Bihar,151686.0,77919.0,85,73682.0,448.0,467.14285714285717
2020-12-27,Bihar,152054.0,78229.0,85,73740.0,368.0,428.7142857142857
2020-12-28,Bihar,152087.0,78249.0,85,73753.0,33.0,406.2857142857143
2020-12-29,Bihar,152716.0,78422.0,85,74209.0,629.0,418.14285714285717
2020-12-30,Bihar,153051.0,78631.0,85,74335.0,335.0,404.7142857142857
2020-12-31,Bihar,153512.0,79028.0,85,74399.0,461.0,426.2857142857143
2021-01-01,Bihar,154046.0,79279.0,85,74682.0,534.0,401.14285714285717
2021-01-02,Bihar,154242.0,79366.0,85,74791.0,196.0,365.14285714285717
2021-01-03,Bihar,155168.0,79614.0,85,75469.0,926.0,444.85714285714283
2021-01-04,Bihar,155779.0,79694.0,85,76000.0,611.0,527.4285714285714
2021-01-05,Bihar,155918.0,79730.0,85,76103.0,139.0,457.42857142857144
2021-01-06,Bihar,155995.0,79769.0,85,76141.0,77.0,420.57142857142856
2021-01-07,Bihar,156638.0,79928.0,85,76625.0,643.0,446.57142857142856
2021-01-08,Bihar,156694.0,79950.0,85,76659.0,56.0,378.2857142857143
2021-01-09,Bihar,156756.0,79989.0,85,76682.0,62.0,359.14285714285717
2021-01-10,Bihar,157183.0,80057.0,85,77041.0,427.0,287.85714285714283
2021-01-11,Bihar,157305.0,80102.0,85,77118.0,122.0,218.0
2021-01-12,Bihar,157357.0,80128.0,85,77144.0,52.0,205.57142857142858
2021-01-13,Bihar,157780.0,80309.0,85,77386.0,423.0,255.0
2021-01-14,Bihar,157945.0,80361.0,85,77499.0,165.0,186.71428571428572
2021-01-15,Bihar,158382.0,80546.0,85,77751.0,437.0,241.14285714285714
2021-01-16,Bihar,158421.0,80578.0,85,77758.0,39.0,237.85714285714286
2021-01-17,Bihar,159041.0,80713.0,85,78243.0,620.0,265.42857142857144
2021-01-18,Bihar,159097.0,80755.0,92,78250.0,56.0,256.0
2021-01-19,Bihar,159903.0,81049.0,92,78762.0,806.0,363.7142857142857
2021-01-20,Bihar,160212.0,81358.0,92,78762.0,309.0,347.42857142857144
2021-01-21,Bihar,161135.0,81453.0,0,79682.0,923.0,455.7142857142857
2021-01-22,Bihar,161425.0,81459.0,92,79874.0,290.0,434.7142857142857
2021-01-23,Bihar,162120.0,81462.0,92,80566.0,695.0,528.4285714285714
2021-01-24,Bihar,162217.0,81464.0,92,80661.0,97.0,453.7142857142857
2021-01-25,Bihar,163016.0,81722.0,92,81202.0,799.0,559.8571428571429
2021-01-26,Bihar,163959.0,81874.0,92,81993.0,943.0,579.4285714285714
2021-01-27,Bihar,164035.0,81933.0,92,82010.0,76.0,546.1428571428571
2021-01-28,Bihar,165005.0,82855.0,92,82058.0,970.0,552.8571428571429
2021-01-29,Bihar,165565.0,83182.0,101,82282.0,560.0,591.4285714285714
2021-01-30,Bihar,166094.0,83448.0,101,82545.0,529.0,567.7142857142857
2021-01-31,Bihar,166669.0,83625.0,101,82943.0,575.0,636.0
2021-02-01,Bihar,167240.0,84071.0,101,83068.0,571.0,603.4285714285714
2021-02-02,Bihar,168077.0,84367.0,101,83609.0,837.0,588.2857142857143
2021-02-03,Bihar,168450.0,84475.0,101,83874.0,373.0,630.7142857142857
2021-02-04,Bihar,169092.0,84505.0,101,84486.0,642.0,583.8571428571429
2021-02-05,Bihar,169699.0,84758.0,101,84840.0,607.0,590.5714285714286
2021-02-06,Bihar,169729.0,84768.0,101,84860.0,30.0,519.2857142857143
2021-02-07,Bihar,170221.0,84879.0,101,85241.0,492.0,507.42857142857144
2021-02-08,Bihar,170343.0,84932.0,110,85301.0,122.0,443.2857142857143
2021-02-09,Bihar,171341.0,85857.0,110,85374.0,998.0,466.2857142857143
2021-02-10,Bihar,172313.0,86590.0,110,85613.0,972.0,551.8571428571429
2021-02-11,Bihar,173089.0,86857.0,110,86122.0,776.0,571.0
2021-02-12,Bihar,173551.0,87188.0,110,86253.0,462.0,550.2857142857143
2021-02-13,Bihar,174138.0,87661.0,110,86367.0,587.0,629.8571428571429
2021-02-14,Bihar,174924.0,87860.0,110,86954.0,786.0,671.8571428571429
2021-02-15,Bihar,175850.0,88540.0,117,87193.0,926.0,786.7142857142857
2021-02-16,Bihar,176573.0,89231.0,117,87225.0,723.0,747.4285714285714
